Timestamp,ECG,FP1-A2,CZ-A1,EMG1,EOG1,VTH,VAB,NAF2P-A1,NAF1,PHONO,PR,SAO2,PCPAP,POS,EOG2,O1-A2,FP2-A1,O2-A1,CZ2-A1,EMG2,PULSE,VTOT,EMG3
0.0,0.02857142857142857,-20.0,-0.5,0.338151999323696,-20.79965042604326,-851.738865161684,-1222.6967663209275,-43.210253280439424,-29.98370450841934,0.0,48.78048780487805,98.17073170731707,0.43902439024390244,42.28515625,-5.767970286213677,18.0,-0.5,-0.5,-0.5,-0.40506329113911765,136.71875,-2074.4356314826114,0.7750435962022864
961200.0,-1.7682539682539682,-15.5,-17.0,-2.637585594724829,-3.67052654577234,353.87431360585725,866.3819402074436,-37.83948733597803,27.376425855513308,0.0,47.86585365853659,98.17073170731707,0.43902439024390244,42.28515625,-4.0201005025125625,-10.5,0.0,0.0,0.0,-0.40506329113911765,102.5390625,1215.3752287980476,0.15500871924045728
1922400.0,-0.12380952380952381,-4.5,1.5,-0.2028911995942176,4.0201005025125625,51.250762660158635,168.39536302623551,-39.3042416844675,11.732753938077133,0.0,47.86585365853659,98.17073170731707,0.43902439024390244,42.28515625,-1.9226567620712256,7.5,0.0,-0.5,-0.5,-0.1350210970462907,107.91015625,219.64612568639416,1.3950784731641155
2883600.0,0.08571428571428572,-12.5,-14.0,0.0676303998647392,-9.96285776709635,-261.1348383160464,-383.1604636973765,-40.76899603295697,-3.0418250950570345,0.0,47.86585365853659,98.17073170731707,0.43902439024390244,42.28515625,4.719248415993008,-4.5,-0.5,-0.5,0.0,-0.1350210970462907,154.296875,-639.4142769981696,-1.3950784731641155
3844800.0,0.12380952380952381,11.5,8.0,0.6086735987826528,12.409875464277912,344.1122635753508,871.2629652226968,-37.35123588648154,16.078218359587183,0.0,44.8170731707317,98.17073170731707,0.43902439024390244,42.3828125,6.467118199694123,2.0,-0.5,-0.5,-0.5,0.13502109704653628,174.8046875,1215.3752287980476,-0.46502615772137185
4806000.0,-0.04126984126984127,5.5,6.0,-1.69075999661848,-12.060301507537687,-1022.5747406955461,-1627.8218425869434,-44.18675617943241,-49.103747963063554,0.0,46.03658536585366,98.17073170731707,0.43902439024390244,42.28515625,-2.2722307188114486,1.0,0.0,0.0,0.0,-1.4852320675104256,114.2578125,-2650.3965832824892,-0.15500871924045728
5767200.0,-0.3523809523809524,-9.0,-4.5,1.8260207963479584,-8.214987983395236,-680.9029896278219,-959.1214154972545,-42.722001830942936,-27.376425855513308,0.0,47.86585365853659,98.17073170731707,0.43902439024390244,42.28515625,-9.613283810356128,16.5,1.0,0.5,0.5,-0.9451476793247716,117.67578125,-1635.143380109823,-0.7750435962022864
6728400.0,0.015873015873015872,45.5,23.5,1.69075999661848,27.09198164736727,812.6906650396584,1539.9633923123856,-35.88648153799207,31.72189027702336,0.0,46.03658536585366,98.17073170731707,0.43902439024390244,42.3828125,-8.214987983395236,15.0,0.5,0.0,-0.5,0.4050632911393633,130.859375,2347.773032336791,-0.15500871924045728
7689600.0,0.19365079365079366,-24.0,-18.5,2.096542395806915,-2.6218046755516715,-510.06711409395973,-524.7101891397193,-41.74549893194995,-14.340032590983162,0.0,46.03658536585366,98.17073170731707,0.43902439024390244,42.28515625,1.22350884859078,-5.5,-0.5,-1.0,-0.5,-0.40506329113911765,156.25,-1029.896278218426,1.3950784731641155
8650800.0,0.09841269841269841,4.0,-3.0,-2.231803195536394,2.971378632291894,256.2538133007932,680.9029896278219,-38.327738785474516,29.11461162411733,0.0,46.03658536585366,98.17073170731707,0.43902439024390244,42.28515625,-10.312431723836575,-11.0,-0.5,0.0,0.0,1.2151898734178441,146.97265625,932.2757779133618,0.15500871924045728
9612000.0,-0.11746031746031746,7.0,1.5,1.5554991968890017,3.67052654577234,744.3563148261135,1720.5613178767542,-35.39823008849557,35.1982618142314,0.0,46.951219512195124,98.17073170731707,0.43902439024390244,42.28515625,-2.6218046755516715,19.0,0.5,0.5,0.5,-0.40506329113911765,102.5390625,2464.9176327028676,-0.46502615772137185
10573200.0,0.15555555555555556,-3.5,13.0,2.096542395806915,4.0201005025125625,-192.80048810250153,-236.72971323978035,-40.28074458346048,2.1727322107550244,0.0,46.03658536585366,98.17073170731707,0.43902439024390244,42.28515625,8.914135896875683,-14.0,0.0,0.0,0.5,-0.6751054852319447,174.8046875,-424.64917632702867,-0.7750435962022864
11534400.0,-0.009523809523809525,0.0,7.0,2.096542395806915,-3.320952589032117,812.6906650396584,1945.0884685784015,-34.909978638999085,41.281912004345465,0.0,42.98780487804878,98.17073170731707,0.43902439024390244,42.28515625,-11.01157963731702,21.5,0.0,0.5,0.5,-0.9451476793247716,145.99609375,2757.77913361806,0.15500871924045728
12495600.0,0.1619047619047619,-9.5,-10.5,-0.6086735987826528,-2.971378632291894,-471.0189139719341,-773.6424649176328,-41.74549893194995,-12.601846822379143,0.0,43.90243902439024,98.17073170731707,0.43902439024390244,42.28515625,10.312431723836575,-1.0,1.0,0.5,0.5,0.4050632911393633,145.01953125,-1244.6613788895668,-0.15500871924045728
13456800.0,0.1111111111111111,-16.5,-11.0,-1.5554991968890017,5.068822372733231,729.7132397803539,1622.94081757169,-35.88648153799207,35.1982618142314,0.0,44.8170731707317,98.17073170731707,0.43902439024390244,42.28515625,-2.971378632291894,10.5,0.5,0.5,0.5,0.13502109704653628,127.9296875,2347.773032336791,-1.3950784731641155
14418000.0,0.15555555555555556,0.5,6.5,4.8017583903964836,9.613283810356128,754.1183648566199,1666.8700427089689,-35.88648153799207,46.49646931015752,0.0,46.951219512195124,98.17073170731707,0.43902439024390244,42.28515625,18.3526327288617,3.0,0.0,0.5,0.5,-1.2151898734175985,175.29296875,2416.107382550336,-0.15500871924045728
